epoch,train_loss,train_acc,val_loss,val_acc,lr,sec
39,1.172883,67.6250,0.619098,83.0000,1.03925982e-04,0.02
40,0.873387,40.7500,0.614250,83.0000,1.00000000e-04,0.02
41,1.127408,35.6250,0.624513,82.0000,9.60740184e-05,0.02
42,1.177871,48.0000,0.614764,82.0000,9.21540904e-05,0.02
43,0.896735,59.7500,0.606695,82.0000,8.82462603e-05,0.02
44,1.425623,49.6250,0.603125,85.0000,8.43565535e-05,0.02
45,1.006432,33.8750,0.599818,83.0000,8.04909678e-05,0.02
46,0.844002,38.8750,0.599693,85.0000,7.66554636e-05,0.02
47,1.068506,50.3750,0.596993,85.0000,7.28559550e-05,0.02
48,0.968368,11.2500,0.600539,85.0000,6.90983006e-05,0.02
49,1.104640,56.8750,0.607736,84.0000,6.53882943e-05,0.02
50,0.835866,14.1250,0.603998,82.0000,6.17316568e-05,0.02
51,1.248757,20.6250,0.599212,82.0000,5.81340262e-05,0.02
52,1.204413,83.8750,0.595364,83.0000,5.46009500e-05,0.02
53,1.123176,61.7500,0.597045,84.0000,5.11378759e-05,0.01
54,1.131758,62.3750,0.600712,85.0000,4.77501435e-05,0.01
55,1.025188,62.8750,0.605445,84.0000,4.44429767e-05,0.01
56,1.052973,34.0000,0.608350,82.0000,4.12214748e-05,0.02
57,1.294621,49.7500,0.610920,81.0000,3.80906051e-05,0.02
58,1.088107,81.1250,0.613995,82.0000,3.50551952e-05,0.02
59,1.269671,47.0000,0.617170,83.0000,3.21199254e-05,0.02
60,1.133978,61.2500,0.618451,84.0000,2.92893219e-05,0.02
61,1.198863,17.1250,0.620350,84.0000,2.65677491e-05,0.02
62,1.017635,85.2500,0.620218,84.0000,2.39594034e-05,0.02
63,1.120931,36.2500,0.617116,84.0000,2.14683069e-05,0.02
64,0.869915,35.7500,0.614841,84.0000,1.90983006e-05,0.02
65,1.314466,39.6250,0.613161,84.0000,1.68530388e-05,0.02
66,1.158160,47.5000,0.610809,82.0000,1.47359836e-05,0.02
67,1.015594,12.3750,0.609202,83.0000,1.27503993e-05,0.02
68,1.163305,40.1250,0.608909,84.0000,1.08993476e-05,0.02
69,1.313205,56.6250,0.608760,84.0000,9.18568262e-06,0.02
70,1.148743,37.2500,0.609476,84.0000,7.61204675e-06,0.02
71,0.934232,38.5000,0.609596,84.0000,6.18086641e-06,0.02
72,1.140506,63.2500,0.609429,84.0000,4.89434837e-06,0.02
73,0.987266,40.2500,0.609127,84.0000,3.75447635e-06,0.02
74,0.974241,14.6250,0.608954,84.0000,2.76300796e-06,0.02
75,1.096125,32.7500,0.609060,84.0000,1.92147196e-06,0.02
76,1.024295,14.8750,0.608786,84.0000,1.23116594e-06,0.02
77,1.118812,31.8750,0.608689,84.0000,6.93154305e-07,0.02
78,1.356391,79.3750,0.608604,84.0000,3.08266627e-07,0.02
79,1.121416,36.3750,0.608571,84.0000,7.70963759e-08,0.02
80,1.184112,29.7500,0.608560,84.0000,0.00000000e+00,0.02
