epoch,train_loss,train_acc,val_loss,val_acc,lr,sec
62,0.414081,59.1354,0.311779,92.0000,2.39594034e-05,0.24
63,0.419434,56.1771,0.309351,92.0000,2.14683069e-05,0.23
64,0.477940,56.9479,0.328810,92.0000,1.90983006e-05,0.24
65,0.395065,46.7604,0.313590,92.0000,1.68530388e-05,0.24
66,0.442984,57.0417,0.331088,92.0000,1.47359836e-05,0.23
67,0.436884,58.0000,0.320137,92.0000,1.27503993e-05,0.24
68,0.421733,54.6562,0.325559,92.0000,1.08993476e-05,0.24
69,0.399563,54.0937,0.317620,92.0000,9.18568262e-06,0.23
70,0.451467,56.3125,0.325668,92.0000,7.61204675e-06,0.29
71,0.511887,53.4688,0.317222,92.0000,6.18086641e-06,0.24
72,0.455690,52.8229,0.323494,92.0000,4.89434837e-06,0.25
73,0.410018,52.0625,0.322126,92.0000,3.75447635e-06,0.24
74,0.392088,59.3854,0.318781,92.0000,2.76300796e-06,0.23
75,0.397740,52.3646,0.318019,92.0000,1.92147196e-06,0.39
76,0.407463,49.8021,0.320369,92.0000,1.23116594e-06,0.25
77,0.473703,52.0729,0.319414,92.0000,6.93154305e-07,0.25
78,0.502815,66.1250,0.320398,92.0000,3.08266627e-07,0.27
79,0.406180,62.8646,0.320579,92.0000,7.70963759e-08,0.23
80,0.430391,51.4479,0.320522,92.0000,0.00000000e+00,0.26
